age,balance,duration,pdays,unemployment,married,education,housing,default,loan,y
57,23,25,-1,0,1,0,1,0,0,no
35,0,121,-1,0,1,1,1,0,0,no
53,6072,226,-1,0,1,1,0,0,1,no
24,366,234,-1,0,0,1,0,0,1,no
54,0,88,-1,0,0,1,0,0,1,no
31,1343,85,-1,0,1,1,1,0,1,no
41,2105,134,-1,0,1,1,1,0,0,no
44,2319,251,-1,0,1,1,0,0,0,no
35,35,152,-1,0,0,1,1,0,0,no
30,877,202,83,0,1,1,0,0,0,no
43,30,379,-1,0,0,0,1,0,0,no
51,-2082,123,-1,0,1,1,0,1,1,no
60,89,156,-1,0,1,1,0,0,0,no
43,104,332,-1,0,1,1,0,0,0,no
31,1750,90,-1,0,1,1,1,0,0,no
56,772,291,-1,0,1,0,1,0,0,no
42,1048,23,-1,0,1,1,1,0,0,no
52,592,122,-1,0,1,0,0,0,0,no
40,0,105,172,0,1,1,1,0,1,no
36,3064,1143,-1,0,1,1,1,0,0,no
40,33,70,-1,0,1,0,0,0,0,no
46,0,264,-1,0,1,1,1,0,0,no
32,1649,204,-1,0,0,1,0,0,0,no
31,287,182,-1,0,0,1,1,0,0,no
41,0,386,-1,0,0,1,1,0,0,no
58,419,295,-1,0,1,0,0,0,1,no
36,257,86,-1,0,1,1,1,0,0,no
52,118,16,-1,0,1,1,0,0,0,no
42,251,413,-1,0,1,1,0,0,0,no
32,1731,323,-1,0,0,1,1,0,1,no
62,0,78,-1,0,1,1,0,0,0,no
31,23,121,-1,0,0,1,0,0,0,no
41,-386,477,-1,0,0,1,0,1,1,yes
34,5498,265,-1,0,1,1,0,0,0,no
44,5063,418,-1,0,0,1,0,0,0,yes
42,7041,386,-1,0,1,0,1,0,0,no
37,654,594,-1,0,0,1,0,0,0,no
47,1890,161,-1,0,1,1,0,0,0,no
32,2400,450,-1,1,1,1,1,0,1,no
46,519,217,-1,0,1,1,1,0,0,no
39,1190,136,-1,0,0,1,0,0,0,no
28,229,322,-1,0,0,1,1,0,0,no
26,203,104,196,0,0,1,0,0,0,no
52,1818,189,111,0,1,1,0,0,1,no
42,1289,250,415,1,1,1,0,0,0,yes
33,39,123,-1,0,0,1,0,0,0,no
73,796,427,182,0,1,0,0,0,0,yes
35,57,632,-1,0,0,1,0,0,1,no
40,1548,101,-1,0,1,1,1,0,0,no
51,117,467,88,0,1,1,0,0,0,yes
37,0,640,-1,0,0,1,1,0,0,no
39,691,517,255,0,1,1,1,0,1,no
28,64,160,-1,0,1,1,1,0,0,no
49,0,177,-1,0,0,1,1,0,0,no
36,957,206,-1,0,1,1,1,0,0,no
45,118,208,-1,0,1,1,1,0,0,no
29,218,169,-1,0,0,1,1,0,0,no
35,724,287,415,0,1,1,1,0,0,yes
35,20,505,-1,0,1,1,1,0,1,no
30,-28,284,371,0,1,1,1,0,0,no
46,665,89,235,0,1,0,0,0,0,no
25,5,138,-1,0,0,1,0,0,0,no
36,925,321,189,0,1,1,0,0,0,yes
42,2519,262,-1,0,1,0,1,0,0,no
57,3927,61,-1,0,1,1,0,0,0,no
42,401,217,-1,0,0,1,1,0,0,no
29,581,192,-1,0,1,1,1,0,1,no
36,1327,174,-1,0,1,1,0,0,0,no
31,3242,292,-1,1,1,1,0,0,0,no
59,3163,240,-1,0,1,0,1,0,0,no
50,32,282,-1,1,0,1,0,0,0,no
47,310,128,-1,0,1,1,1,0,1,no
46,0,161,-1,0,1,0,0,0,0,no
26,155,291,244,0,0,0,1,0,0,no
31,11386,356,-1,0,0,1,1,0,0,no
30,1380,294,-1,0,1,1,1,0,0,no
47,2443,422,-1,0,0,0,0,0,0,no
23,1129,806,-1,0,0,1,1,0,0,yes
44,4232,227,-1,1,0,0,0,0,0,no
42,5564,560,-1,0,1,1,0,0,0,no
32,-402,135,-1,0,0,1,1,0,0,no
28,1323,361,-1,0,0,1,1,0,0,no
57,1623,246,-1,0,1,0,1,0,1,no
38,1042,419,-1,0,1,1,1,0,0,no
22,2488,449,38,0,0,1,0,0,0,yes
54,865,71,-1,0,1,1,1,0,0,no
32,-1053,357,-1,0,1,1,1,0,0,no
32,1667,164,179,0,1,1,1,0,0,no
59,975,263,-1,0,0,1,1,0,0,no
45,2571,146,-1,0,1,1,0,0,0,no
53,732,759,-1,0,1,0,0,0,0,yes
50,769,72,363,0,0,1,0,0,0,no
34,-136,131,-1,0,1,1,1,0,1,no
35,3636,808,-1,0,0,1,0,0,1,yes
30,931,1183,-1,0,1,1,0,0,0,no
62,565,123,-1,0,1,1,0,0,0,no
40,271,483,-1,0,1,1,1,0,0,no
26,1153,238,-1,0,0,1,0,0,0,no
34,-73,90,-1,0,1,1,1,0,0,no
50,558,464,683,0,1,0,0,0,0,yes
31,137,385,-1,0,0,1,0,0,0,no
35,700,240,-1,0,1,1,1,0,0,no
55,-966,104,-1,0,1,0,0,0,1,no
34,96,109,-1,0,1,1,0,0,0,no
58,4007,598,-1,0,1,0,0,0,0,no
50,567,274,-1,0,0,1,1,0,0,no
31,40,123,-1,0,0,1,0,0,0,no
47,136,70,-1,0,0,1,0,0,1,no
38,917,260,-1,0,0,1,1,0,0,no
46,593,190,-1,0,0,1,1,0,0,no
42,505,521,-1,0,1,0,1,0,0,no
34,2542,228,-1,0,1,1,1,0,0,no
37,5355,466,-1,0,1,1,0,0,0,yes
38,807,74,-1,0,0,1,0,0,0,no
59,9976,57,-1,0,1,1,1,0,0,no
32,0,119,-1,0,1,1,0,0,0,no
55,540,124,-1,0,1,1,0,0,0,no
35,280,65,-1,0,1,1,1,0,1,no
56,-59,127,-1,0,0,1,0,0,1,no
27,-517,172,-1,0,1,1,1,1,0,no
42,2613,174,-1,1,0,1,1,0,0,no
42,-7,41,-1,0,1,0,0,0,0,no
41,0,232,-1,0,1,0,1,0,0,no
53,-200,161,-1,0,0,1,0,1,1,no
67,2301,124,-1,0,1,0,0,0,0,no
53,104,701,-1,0,1,0,0,0,1,yes
33,191,162,-1,0,1,0,1,0,0,no
31,694,431,-1,0,0,0,1,0,0,no
31,212,191,-1,0,1,1,1,0,0,no
30,1882,249,-1,0,1,1,1,0,0,no
48,131,189,-1,0,1,0,1,0,0,no
30,175,167,-1,0,0,1,0,0,0,no
43,0,73,-1,0,0,1,0,1,0,no
38,4425,162,-1,0,0,1,1,0,0,no
46,3533,235,-1,1,1,1,1,0,0,no
59,3573,44,-1,0,0,1,0,0,0,no
44,476,127,-1,0,0,1,1,0,1,no
35,1257,93,329,0,1,1,1,0,0,no
55,23,143,2,0,1,0,0,0,0,no
39,0,81,-1,0,0,1,1,0,0,no
36,398,77,-1,0,0,1,1,0,1,no
33,745,115,-1,0,1,1,1,0,0,no
48,8106,125,111,0,0,1,0,0,0,no
33,0,53,-1,0,0,1,0,0,0,no
67,696,77,-1,0,1,0,0,0,0,no
48,1266,45,-1,1,0,1,1,0,0,no
57,2416,74,-1,0,1,1,0,0,0,no
31,25,169,-1,0,1,0,0,0,0,no
30,7513,269,-1,0,0,1,0,0,0,no
56,29,52,227,0,0,0,0,0,0,no
26,5116,246,-1,0,1,0,1,0,0,no
44,-1746,218,-1,0,1,1,1,0,0,no
44,14,167,92,0,0,1,0,0,0,yes
31,4148,316,99,0,1,1,1,0,0,yes
47,14,142,-1,0,1,0,1,0,0,no
30,105,75,-1,0,0,1,1,0,0,no
37,767,204,-1,0,1,1,0,0,1,no
56,0,542,-1,0,0,0,0,0,1,no
43,-228,122,-1,0,0,1,1,0,1,no
42,508,70,-1,0,1,1,1,0,0,no
60,725,266,-1,0,1,1,1,0,0,no
34,41,34,-1,0,1,0,1,0,0,no
34,184,203,-1,0,0,1,0,0,0,no
41,251,85,-1,0,1,1,0,0,1,no
38,-17,11,-1,0,0,1,0,0,0,no
23,-19,13,-1,0,1,1,1,0,0,no
33,1064,562,-1,0,1,1,1,0,0,yes
36,777,185,-1,0,1,1,1,0,0,no
49,377,158,59,1,1,1,0,0,0,no
34,479,515,350,0,0,1,1,0,0,yes
40,-375,60,-1,0,0,1,1,0,0,no
72,796,173,-1,0,1,0,0,0,0,no
43,17,353,-1,0,1,1,1,0,0,no
44,1071,143,357,0,1,1,1,0,0,no
35,0,18,-1,0,1,1,1,0,0,no
46,7378,466,-1,0,0,1,0,0,0,no
55,865,85,151,0,1,1,1,0,0,no
50,-701,148,-1,0,0,1,1,0,1,no
23,817,123,-1,0,0,0,1,0,0,no
34,1387,121,-1,0,1,0,0,0,0,no
40,0,245,-1,0,1,1,1,0,1,no
61,2917,215,-1,0,1,1,0,0,0,yes
53,4541,190,-1,0,1,1,1,0,0,no
57,0,44,-1,0,1,1,0,0,0,no
28,4287,171,-1,0,1,1,0,0,0,no
25,242,62,-1,0,1,1,1,0,0,no
38,171,172,-1,0,1,1,1,0,1,no
27,259,78,-1,0,0,1,1,0,0,no
45,827,319,-1,0,1,1,1,0,0,no
31,469,111,-1,0,0,1,0,0,1,no
39,2226,158,-1,0,1,0,1,0,0,no
42,0,82,-1,0,1,1,0,0,0,no
46,477,128,-1,0,1,1,1,0,0,no
36,42,102,-1,0,1,1,1,0,0,no
30,775,124,-1,0,0,1,1,0,0,no
32,9,334,-1,0,1,1,1,0,0,no
52,2557,134,204,0,1,1,0,0,0,yes
31,2395,218,-1,0,1,1,0,0,0,no
60,4895,313,-1,0,1,0,0,0,0,no
35,376,207,-1,0,0,1,1,0,1,no
38,389,262,-1,0,1,1,1,0,0,no
46,134,134,-1,0,0,1,0,0,0,no
45,1273,197,-1,0,0,1,1,0,1,no
59,0,214,-1,0,1,1,1,0,0,no
34,2892,1165,-1,0,1,1,1,0,1,no
33,0,177,-1,0,0,1,1,0,0,no
46,295,141,-1,0,0,1,1,0,0,no
48,292,164,-1,0,1,1,1,0,1,no
31,85,151,-1,0,0,1,0,0,0,no
32,4,145,260,0,1,1,0,0,0,no
35,-587,111,-1,0,0,0,1,0,0,no
36,367,217,221,0,0,0,0,0,0,no
52,-1224,253,-1,0,1,1,1,0,0,no
45,959,74,-1,0,0,1,0,0,0,no
34,0,263,-1,0,1,1,0,0,0,no
25,-589,233,-1,0,1,0,1,1,0,no
26,-8,402,-1,0,0,1,0,0,0,no
57,0,585,-1,0,1,0,0,0,0,no
48,247,145,-1,0,1,0,1,0,1,no
48,5543,143,-1,0,1,0,0,0,0,no
32,642,524,-1,0,1,0,0,0,1,no
58,11,270,-1,0,1,1,0,0,0,no
57,-226,272,-1,0,1,0,1,0,0,no
31,5191,187,-1,0,1,1,0,0,0,no
33,-320,268,-1,0,0,1,0,0,0,no
53,2289,183,-1,0,1,1,1,0,1,no
36,725,123,99,0,1,1,1,0,0,no
32,705,20,-1,0,0,1,1,0,0,no
45,776,232,253,0,1,1,1,0,0,no
35,816,547,-1,1,1,1,1,0,0,no
41,171,71,-1,0,1,1,0,0,0,no
54,812,113,-1,0,1,1,0,0,0,no
49,823,780,-1,0,1,1,0,0,0,yes
28,1453,246,343,0,0,1,1,0,0,no
24,431,108,-1,0,0,0,1,0,0,no
30,1009,253,-1,0,0,1,1,0,0,no
32,286,175,-1,0,1,0,1,0,0,no
53,22370,106,-1,0,1,1,1,0,0,no
42,2111,86,-1,0,1,0,1,0,0,no
48,5366,248,-1,0,1,0,1,0,0,no
33,181,265,-1,0,1,1,1,0,1,no
31,-452,182,-1,0,0,1,1,0,0,no
56,1770,916,-1,1,0,0,0,0,0,no
58,0,506,-1,0,1,0,0,0,0,no
37,-296,81,-1,0,0,1,1,0,0,no
59,2358,30,-1,0,1,0,1,0,0,no
50,1200,904,-1,0,0,1,0,0,0,yes
39,109,699,-1,0,0,0,1,0,0,no
30,616,19,-1,0,1,1,1,0,0,no
47,4906,389,-1,0,0,1,1,0,0,no
44,313,211,-1,0,1,1,0,0,0,no
38,290,283,-1,0,1,0,1,0,0,no
50,1240,474,-1,0,1,1,0,0,0,no
27,3672,157,351,0,0,1,1,0,0,no
73,19,509,-1,0,1,1,0,0,0,no
46,143,279,-1,0,1,0,1,0,0,no
56,212,27,-1,0,0,1,0,0,1,no
36,9,386,-1,0,1,1,0,0,0,yes
33,3074,679,-1,0,1,0,0,0,0,no
40,1734,169,-1,0,1,1,1,0,0,no
52,575,315,-1,0,1,1,0,0,0,no
51,397,293,-1,0,1,1,1,0,0,no
33,640,439,-1,0,1,1,1,0,0,no
54,158,198,-1,0,1,1,1,0,0,no
44,2984,770,-1,0,1,1,1,0,0,no
50,1011,340,-1,0,1,1,1,0,0,no
45,0,1472,192,0,0,1,1,0,0,yes
36,1133,293,181,0,1,1,1,0,0,yes
42,4945,311,-1,0,1,1,1,0,0,yes
37,712,291,-1,0,1,1,1,0,0,no
28,-427,965,-1,0,0,1,1,0,1,no
56,2146,594,-1,0,1,1,0,0,1,no
59,92,139,350,0,1,1,1,0,0,no
32,10,501,-1,1,1,1,1,0,0,no
57,1238,274,-1,0,1,0,1,0,0,no
49,981,10,-1,0,0,1,1,0,0,no
56,575,18,-1,0,1,0,0,0,0,no
48,-70,243,-1,0,0,0,0,0,0,no
27,3733,198,98,0,0,1,1,0,0,yes
31,574,410,-1,0,0,1,1,0,0,no
28,43,190,-1,0,0,1,0,0,0,no
36,428,121,-1,0,1,1,0,0,0,no
58,0,148,-1,0,1,0,1,0,0,no
46,0,239,259,0,1,1,1,0,1,no
32,474,90,-1,0,0,1,1,0,0,no
39,-540,29,-1,0,1,1,0,0,0,no
35,560,58,136,0,1,1,1,0,0,no
31,325,1139,-1,0,1,1,1,0,0,yes
29,437,504,92,0,0,1,0,0,0,yes
48,574,348,-1,0,1,0,0,0,0,no
60,0,130,-1,0,1,0,0,0,0,no
74,935,100,104,0,1,1,0,0,0,no
30,699,544,-1,0,1,1,1,0,0,no
52,0,182,-1,0,0,0,0,0,0,no
24,-220,90,-1,0,1,1,1,0,0,no
29,11417,272,-1,0,1,1,1,0,0,no
33,212,260,-1,0,1,0,1,0,0,no
34,67,672,-1,0,1,1,1,0,1,no
45,0,264,-1,0,0,1,0,0,0,yes
31,0,275,-1,0,1,1,0,0,1,no
45,1673,76,-1,0,1,1,0,0,0,no
27,-1202,749,-1,0,1,1,1,0,0,no
30,4213,142,-1,0,0,1,0,0,0,no
45,0,454,-1,0,1,0,0,0,0,no
57,1521,102,178,0,1,1,1,0,1,no
34,1310,521,158,0,1,1,0,0,0,no
40,0,57,-1,0,1,1,1,0,1,no
39,399,504,-1,0,1,1,0,0,0,no
46,405,138,-1,0,1,1,0,0,0,no
55,9756,103,95,0,0,1,1,0,0,yes
25,2506,485,-1,0,0,1,0,0,0,yes
34,697,166,-1,0,1,1,0,0,0,no
37,403,318,338,0,1,0,1,0,0,no
64,890,531,-1,0,0,1,0,0,0,no
45,809,155,363,0,0,1,1,0,0,no
57,158,73,-1,0,1,1,1,0,0,no
21,137,198,-1,0,0,0,1,0,0,no
58,2705,137,-1,0,1,1,0,0,0,no
41,75,479,-1,0,0,1,1,0,0,yes
41,2457,285,-1,0,1,0,1,0,0,no
58,541,98,-1,0,1,1,1,0,0,no
33,287,199,274,0,1,1,1,0,0,no
32,273,97,-1,0,1,1,1,0,1,no
44,0,389,-1,0,0,1,1,0,0,no
47,677,384,99,0,1,0,0,0,0,no
41,340,37,-1,0,1,0,0,0,0,no
54,98,420,-1,0,1,1,0,0,0,no
47,477,973,366,0,0,1,1,0,0,no
32,2629,77,-1,0,0,1,0,0,0,no
59,0,376,-1,0,1,1,0,0,1,no
29,2325,125,-1,0,0,1,0,0,0,yes
48,-20,142,-1,0,1,1,0,1,0,no
32,230,442,266,0,0,1,1,0,0,yes
46,-852,728,-1,0,0,1,0,0,1,no
31,-280,281,-1,0,0,0,0,0,0,no
53,25,528,-1,0,1,1,0,0,0,yes
34,9851,128,-1,0,0,1,1,0,0,no
48,5095,71,-1,0,0,0,1,0,0,no
32,687,161,-1,0,1,1,0,0,0,no
31,1368,129,-1,0,1,1,1,0,0,no
27,-179,54,-1,0,0,0,1,0,0,no
60,-396,443,350,0,1,1,1,0,0,no
34,1011,136,-1,0,0,1,1,0,0,no
52,9,44,-1,0,1,1,0,0,1,no
48,1159,1181,-1,0,1,1,1,0,1,no
45,-322,225,-1,0,1,0,0,0,0,no
54,1114,81,-1,0,0,1,1,0,0,no
52,2072,224,-1,0,1,1,0,0,0,no
47,459,189,-1,0,1,1,1,0,0,no
54,1157,98,-1,0,1,1,0,0,0,no
34,8309,50,-1,0,1,1,1,0,1,no
39,1043,195,-1,0,0,1,0,0,0,no
46,2098,110,-1,0,1,1,0,0,0,no
26,461,214,-1,1,0,1,0,0,0,no
37,61,182,-1,0,0,1,1,0,0,no
47,1203,239,-1,0,1,1,1,0,0,no
35,1067,179,-1,0,1,1,0,0,1,no
57,0,540,-1,1,1,0,0,0,0,no
34,1657,566,356,0,1,1,1,0,0,no
47,1219,697,-1,0,1,1,0,0,0,yes
27,7,98,-1,0,1,1,1,0,0,no
40,-839,1018,-1,0,1,1,1,0,1,yes
39,994,221,241,0,1,1,0,0,0,no
36,6,246,-1,0,1,1,0,0,0,no
42,0,656,-1,0,0,1,0,0,0,no
23,8627,281,-1,0,0,0,1,0,0,no
34,133,65,-1,0,1,1,1,0,0,no
34,247,193,-1,0,1,1,1,0,1,no
49,1114,283,-1,0,1,1,0,0,0,no
57,1592,78,-1,0,1,0,0,0,1,no
59,0,425,-1,0,1,0,0,0,0,no
57,46,238,-1,0,1,1,0,0,0,no
34,1221,182,90,0,1,1,1,0,0,no
61,985,998,-1,0,1,1,0,0,0,yes
35,0,477,-1,0,0,1,1,0,0,no
42,520,158,-1,0,1,1,0,0,0,no
57,10,320,-1,0,1,1,0,0,0,no
42,2157,149,364,0,1,1,1,0,0,no
53,6095,410,-1,0,1,1,1,0,1,no
63,133,104,-1,0,1,1,1,0,0,no
47,1121,454,-1,0,1,1,0,0,0,no
54,88,190,-1,0,1,1,1,0,0,no
45,0,145,-1,0,1,1,0,0,0,no
28,-328,318,-1,0,0,1,1,0,0,no
58,610,246,-1,1,1,1,1,0,0,no
48,414,761,-1,0,0,1,0,0,0,no
35,0,171,-1,0,0,1,1,0,0,yes
37,0,143,-1,0,1,1,0,0,0,no
37,685,968,-1,0,1,1,1,0,0,no
37,22856,154,388,0,1,0,0,0,0,no
25,-352,246,-1,0,0,1,0,0,0,no
58,602,201,-1,0,1,1,1,0,0,no
52,-588,81,-1,0,1,1,1,0,0,no
19,302,205,-1,0,0,1,0,0,0,yes
59,5314,200,-1,0,1,1,1,0,0,no
41,64,210,-1,0,1,1,1,0,1,no
34,632,215,-1,0,0,1,0,0,0,no
35,5731,164,167,0,0,1,1,0,0,no
41,902,35,-1,0,1,1,0,0,0,no
28,6307,615,-1,0,0,1,1,0,0,no
53,112,246,-1,0,0,1,0,0,1,no
35,0,42,-1,0,1,1,0,0,1,no
33,621,217,-1,0,0,1,0,0,0,no
37,435,210,-1,0,0,1,1,0,0,no
32,782,116,-1,0,1,1,1,0,0,no
32,478,200,-1,0,1,1,1,0,0,no
54,7864,145,-1,0,1,0,1,0,0,no
44,1910,41,-1,0,1,1,1,0,0,no
36,1174,192,-1,0,0,1,1,0,0,no
56,1270,80,165,0,1,1,1,0,0,no
30,18,121,-1,0,0,1,0,0,0,no
36,141,106,-1,0,1,1,1,0,0,no
43,2886,230,-1,0,1,1,0,0,0,no
40,2715,125,-1,0,1,1,1,0,0,no
32,1100,67,-1,0,0,1,1,0,1,no
34,516,26,-1,0,1,1,1,0,1,no
37,1,395,-1,0,1,1,0,0,0,no
28,775,603,-1,0,0,1,0,0,0,no
35,634,185,-1,0,1,0,0,0,0,no
53,5715,287,-1,0,0,1,0,0,0,no
60,1088,149,-1,0,1,0,1,0,0,no
40,1532,173,-1,0,1,1,1,0,1,no
57,75,118,-1,0,1,0,0,0,0,no
29,103,314,-1,0,0,1,0,0,0,no
44,134,378,-1,0,1,0,1,0,0,no
41,748,94,130,0,0,1,0,0,0,no
47,1990,108,-1,0,1,1,1,0,1,no
43,192,203,-1,0,1,1,0,0,0,no
37,267,121,-1,0,0,1,0,0,0,no
34,586,489,-1,0,0,1,1,0,0,no
30,648,287,-1,0,0,1,1,0,1,no
57,25,652,370,0,0,1,1,1,0,no
26,96,612,348,0,0,1,1,0,0,no
34,1116,53,-1,0,1,1,1,0,0,no
46,-90,270,-1,0,0,1,0,0,1,yes
38,170,442,-1,0,1,1,1,0,0,yes
37,3665,664,-1,0,0,1,0,0,0,yes
28,2380,394,-1,0,0,1,0,0,0,no
57,179,230,-1,0,1,0,0,0,0,no
39,763,877,300,0,1,1,1,0,0,yes
49,320,1971,-1,0,1,1,0,0,0,yes
38,1960,161,-1,0,1,1,1,0,0,no
27,818,188,-1,0,1,1,1,0,0,no
30,2678,23,-1,0,1,1,1,0,0,no
38,1980,176,-1,0,1,1,0,0,0,no
36,1582,26,197,0,1,1,0,0,0,no
38,62,212,-1,0,0,0,0,0,0,no
59,235,119,-1,0,1,0,0,0,0,no
37,489,205,-1,0,1,1,1,0,0,no
29,3931,73,-1,0,1,1,1,0,0,no
43,699,1258,122,0,1,1,1,0,1,yes
33,58,57,-1,0,1,1,1,0,0,no
54,1327,115,-1,0,0,1,0,0,0,no
55,557,58,-1,0,1,1,0,0,0,no
32,741,238,-1,0,0,1,1,0,0,no
48,3230,207,-1,0,1,0,1,0,0,no
33,1439,178,-1,0,0,1,1,0,0,no
46,120,20,-1,0,1,1,1,0,0,no
44,1058,188,-1,0,1,1,0,0,0,yes
47,881,143,370,0,1,0,1,0,0,no
38,6728,232,96,0,1,1,0,0,0,yes
80,462,127,-1,0,1,1,0,0,0,no
40,167,380,295,0,1,1,1,0,1,no
43,1574,167,-1,0,1,1,1,0,0,no
32,1625,796,109,0,0,1,0,0,0,yes
39,562,303,-1,0,1,1,0,0,0,no
33,9305,407,-1,0,1,1,1,0,0,no
31,35,229,-1,0,0,1,0,0,1,no
36,0,108,-1,0,0,1,0,0,0,no
35,2486,265,-1,0,0,1,1,0,0,no
25,368,168,-1,0,0,1,0,0,0,no
33,1558,97,-1,0,0,1,1,0,0,no
23,8627,169,346,0,0,0,1,0,0,no
31,2590,103,484,0,0,1,0,0,0,no
36,0,599,-1,0,1,1,1,0,1,no
44,900,322,-1,0,0,1,1,0,0,no
31,385,304,-1,0,0,1,1,0,0,no
55,1649,52,-1,0,1,0,1,0,0,no
51,9228,655,-1,0,0,1,0,0,0,yes
36,0,101,-1,0,1,1,1,0,1,no
27,1,65,-1,1,0,1,0,0,0,no
40,771,173,-1,0,1,1,1,0,0,no
49,280,162,-1,0,1,1,1,0,0,no
59,46,78,-1,0,1,0,0,0,0,no
32,2431,646,-1,0,1,1,1,0,0,yes
42,308,114,-1,0,0,1,0,0,0,no
35,160,141,-1,0,0,1,1,0,0,no
29,555,133,-1,0,0,1,1,0,0,no
29,778,1994,-1,0,0,1,1,0,0,no
37,48,140,-1,0,0,1,0,0,0,no
49,169,82,-1,0,1,0,1,0,0,no
51,12,150,-1,0,0,1,1,0,0,no
61,848,605,187,0,1,0,0,0,0,no
43,481,164,110,0,1,1,1,0,0,no
42,12223,36,-1,0,1,1,1,0,0,no
24,-254,290,-1,0,1,1,1,0,1,no
46,1148,104,-1,0,1,1,0,0,0,no
23,5,413,-1,0,0,1,0,0,0,no
26,50,153,-1,0,0,1,1,0,0,no
43,92,237,-1,0,0,0,1,0,0,no
35,470,743,-1,0,0,1,1,0,0,yes
38,0,82,-1,0,1,1,0,0,0,no
56,109,924,-1,1,0,0,0,0,0,no
31,440,117,-1,0,1,1,1,0,0,no
32,0,550,-1,0,0,1,0,0,0,yes
28,2685,5,-1,0,0,1,0,0,1,no
26,-3,181,-1,0,0,1,1,1,0,no
49,7007,325,-1,0,1,1,0,0,0,no
33,220,345,-1,0,1,1,1,0,0,no
80,1548,331,-1,0,1,0,0,0,0,no
40,326,112,-1,0,1,1,1,0,1,no
42,0,115,-1,0,0,1,1,0,0,no
46,123,381,-1,0,1,1,0,0,0,no
32,697,119,99,0,0,1,0,0,0,no
37,223,25,-1,0,0,1,1,0,0,no
32,1694,929,-1,0,1,1,1,0,0,no
53,4446,429,-1,0,1,1,1,0,0,no
39,894,491,326,0,1,1,1,0,0,no
31,202,146,-1,0,0,1,1,0,0,no
34,0,191,-1,0,0,1,0,0,0,no
44,1707,406,-1,0,1,1,0,0,0,no
35,13658,220,-1,0,1,1,1,0,0,no
39,406,253,-1,0,1,1,0,0,0,no
55,96,340,-1,0,1,1,0,0,0,no
34,0,154,-1,0,1,1,1,0,0,yes
39,-276,121,-1,0,1,1,0,0,1,no
58,413,104,-1,0,1,1,0,0,0,no
37,655,127,258,0,1,0,1,0,0,no
56,694,144,102,0,0,0,0,0,0,yes
32,10218,149,-1,0,0,1,1,0,0,no
41,1646,261,184,0,0,1,1,0,0,yes
29,14,87,120,0,0,1,0,0,0,no
44,7635,719,-1,0,1,1,0,0,0,no
24,9,292,-1,0,1,1,1,0,0,no
43,1029,145,-1,0,0,1,1,0,0,no
26,2855,52,-1,0,1,1,0,0,0,no
39,260,146,281,0,1,1,1,0,0,no
49,2039,451,169,0,1,1,1,0,0,yes
52,-97,167,-1,0,0,0,1,0,1,no
33,1465,98,-1,0,1,1,0,0,0,no
30,125,238,-1,0,1,1,1,0,0,no
32,930,85,-1,0,0,1,0,0,0,no
27,0,323,-1,0,0,1,1,0,0,no
58,73,116,-1,0,1,0,0,0,0,no
46,-35,304,-1,0,1,0,1,0,0,no
28,1351,267,-1,0,0,1,0,0,0,no
39,1601,201,-1,0,1,0,1,0,0,no
41,88,105,336,0,1,0,1,0,0,no
38,435,193,-1,0,1,1,1,0,0,no
50,717,113,-1,1,0,1,1,0,0,no
56,705,151,-1,0,1,1,1,0,0,no
34,1553,200,-1,0,1,1,0,0,0,no
33,-131,145,-1,0,0,1,1,0,0,no
61,1191,214,-1,0,1,1,0,0,0,yes
36,47,36,-1,0,0,1,0,0,1,no
34,544,58,-1,0,1,1,1,0,1,no
36,688,174,-1,0,1,1,1,0,0,no
45,242,587,-1,0,1,1,0,0,0,yes
27,118,112,-1,0,0,1,0,0,0,no
45,-388,175,-1,0,1,1,1,0,0,no
40,1603,279,-1,0,1,1,0,0,0,no
36,1511,270,-1,0,0,1,1,0,0,yes
46,147,116,169,0,1,0,1,0,0,no
37,836,129,-1,0,1,1,1,0,0,no
36,55,38,369,0,1,1,1,0,0,no
37,1123,138,-1,0,1,1,0,0,1,no
22,691,338,-1,0,0,1,0,0,0,yes
51,0,565,-1,0,1,1,0,0,1,no
49,12531,77,-1,0,1,1,0,0,0,no
35,552,314,124,0,1,1,1,0,1,no
50,0,179,-1,0,1,0,0,0,0,no
31,309,294,-1,0,1,1,1,0,1,no
47,33,298,-1,0,0,1,1,0,0,no
59,681,427,-1,0,1,1,1,0,0,no
32,1787,87,357,0,1,1,1,0,0,no
71,14220,397,-1,0,1,1,1,0,0,yes
31,12569,344,295,0,0,1,0,0,0,yes
41,4,74,-1,0,1,0,0,0,0,no
35,3587,148,-1,0,1,0,1,0,0,no
36,254,161,-1,0,1,1,0,0,0,no
46,1712,110,-1,0,0,0,0,0,0,no
46,4855,1529,397,0,1,1,1,0,0,no
47,2408,236,104,0,1,1,0,0,0,no
35,252,89,-1,0,0,1,1,0,0,no
37,346,390,316,0,1,1,1,0,0,no
56,45,1467,-1,0,1,1,0,0,0,yes
46,556,646,-1,0,1,1,1,0,1,yes
44,-710,183,-1,0,0,1,1,0,0,no
48,-551,168,-1,0,0,1,1,0,0,no
28,56,66,-1,0,0,1,1,0,0,no
38,1514,160,120,0,1,1,0,0,1,no
34,178,14,-1,0,0,1,1,0,0,no
56,359,220,-1,0,1,1,1,0,0,no
55,1580,1007,-1,0,0,1,0,0,1,yes
44,221,149,-1,0,0,1,0,0,0,no
38,1161,665,-1,0,1,1,1,0,0,no
